id,story_id,seq_num,type,line_num,start_pos,end_pos,seek_time,sheet_name,cue_name,command,command_param
1010001,1,1,4,0,0,0,0.0,0,0,3,1.0
1010002,1,2,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki01_000,0,0.0
1010003,1,3,1,1,0,143,1.418,0,0,0,0.0
1010004,1,4,4,0,0,0,0.0,0,0,1,1.858
1010005,1,5,1,1,143,360,1.268,0,0,0,0.0
1010006,1,6,4,0,0,0,0.0,0,0,1,1.268
1010007,1,7,1,2,0,240,1.268,0,0,0,0.0
1010008,1,8,4,0,0,0,0.0,0,0,1,2.216
1010009,1,9,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki01_001,0,0.0
1010010,1,10,1,3,0,335,2.684,0,0,0,0.0
1010011,1,11,4,0,0,0,0.0,0,0,1,3.816
1010012,1,12,1,4,0,350,2.992,0,0,0,0.0
1010013,1,13,4,0,0,0,0.0,0,0,1,3.502
1010014,1,14,1,5,0,355,3.449,0,0,0,0.0
1010015,1,15,4,0,0,0,0.0,0,0,1,3.841
1010016,1,16,1,6,0,345,2.833,0,0,0,0.0
1010017,1,17,4,0,0,0,0.0,0,0,1,3.747
1010018,1,18,1,7,0,115,0.599,0,0,0,0.0
1010019,1,19,4,0,0,0,0.0,0,0,1,0.929
1010020,1,20,1,7,115,275,1.302,0,0,0,0.0
1010021,1,21,4,0,0,0,0.0,0,0,1,2.395
1010022,1,22,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki01_002,0,0.0
1010023,1,23,1,8,0,350,2.29,0,0,0,0.0
1010024,1,24,4,0,0,0,0.0,0,0,1,2.712
1010025,1,25,1,9,0,370,2.414,0,0,0,0.0
1010026,1,26,4,0,0,0,0.0,0,0,1,2.762
1010027,1,27,1,10,0,210,1.85,0,0,0,0.0
1010028,1,28,4,0,0,0,0.0,0,0,1,2.854
1010029,1,29,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki01_003,0,0.0
1010030,1,30,1,10,210,295,0.385,0,0,0,0.0
1010031,1,31,4,0,0,0,0.0,0,0,1,0.636
1010032,1,32,1,10,295,355,0.385,0,0,0,0.0
1010033,1,33,4,0,0,0,0.0,0,0,1,0.636
1010034,1,34,1,11,0,360,2.438,0,0,0,0.0
1010035,1,35,4,0,0,0,0.0,0,0,1,3.395
1010036,1,36,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki01_004,0,0.0
1010037,1,37,1,12,0,340,2.835,0,0,0,0.0
1010038,1,38,4,0,0,0,0.0,0,0,1,1.261
1020001,2,1,4,0,0,0,0.0,0,0,3,1.0
1020002,2,2,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki02_000,0,0.0
1020003,2,3,1,1,0,345,2.91,0,0,0,0.0
1020004,2,4,4,0,0,0,0.0,0,0,1,3.814
1020005,2,5,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki02_001,0,0.0
1020006,2,6,1,2,0,145,1.67,0,0,0,0.0
1020007,2,7,4,0,0,0,0.0,0,0,1,2.19
1020008,2,8,1,2,145,375,2.07,0,0,0,0.0
1020009,2,9,4,0,0,0,0.0,0,0,1,2.19
1020010,2,10,1,3,0,235,1.05,0,0,0,0.0
1020011,2,11,4,0,0,0,0.0,0,0,1,1.41
1020012,2,12,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki02_002,0,0.0
1020013,2,13,1,3,235,350,0.454,0,0,0,0.0
1020014,2,14,4,0,0,0,0.0,0,0,1,1.061
1020015,2,15,1,4,0,392,2.04,0,0,0,0.0
1020016,2,16,4,0,0,0,0.0,0,0,1,2.573
1020017,2,17,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki02_003,0,0.0
1020018,2,18,1,5,0,195,0.895,0,0,0,0.0
1020019,2,19,4,0,0,0,0.0,0,0,1,1.311
1020020,2,20,1,5,195,285,1.114,0,0,0,0.0
1020021,2,21,4,0,0,0,0.0,0,0,1,1.181
1020022,2,22,1,5,285,340,0.497,0,0,0,0.0
1020023,2,23,4,0,0,0,0.0,0,0,1,0.497
1020024,2,24,1,6,0,280,1.37,0,0,0,0.0
1020025,2,25,4,0,0,0,0.0,0,0,1,2.407
1020026,2,26,2,0,0,0,0.0,vo_minigame_1005,vo_minigame_1005_nikki02_004,0,0.0
1020027,2,27,1,7,0,175,1.616,0,0,0,0.0
